station,date,date_yyyy-mmm,daily_max_temperature,daily_mean_temperature,daily_min_temperature
CCH,2023-01-01,2023-Jan,19.6,15.6,12.9
CCH,2023-01-02,2023-Jan,21.3,17.3,15.4
CCH,2023-01-03,2023-Jan,18.3,15.6,14.2
CCH,2023-01-04,2023-Jan,21.3,16.3,14.2
CCH,2023-01-05,2023-Jan,22.1,17.3,15.1
CCH,2023-01-06,2023-Jan,24.9,18.2,15.2
CCH,2023-01-07,2023-Jan,23.1,17.8,15.9
CCH,2023-01-08,2023-Jan,19.3,17.9,16.7
CCH,2023-01-09,2023-Jan,21.4,18.5,17.4
CCH,2023-01-10,2023-Jan,17.6,16.8,16.1
CCH,2023-01-11,2023-Jan,19,16.8,15.4
CCH,2023-01-12,2023-Jan,19.7,18.5,17.2
CCH,2023-01-13,2023-Jan,20.9,20,18.9
CCH,2023-01-14,2023-Jan,25.5,21.3,18.8
CCH,2023-01-15,2023-Jan,19.9,16.6,11.4
CCH,2023-01-16,2023-Jan,12.2,10.7,9.5
CCH,2023-01-17,2023-Jan,14.1,11.4,9.5
CCH,2023-01-18,2023-Jan,19.8,13.3,9.7
CCH,2023-01-19,2023-Jan,21.5,14.8,10.3
CCH,2023-01-20,2023-Jan,21.5,16.4,14.1
CCH,2023-01-21,2023-Jan,19,15.9,15
CCH,2023-01-22,2023-Jan,21.6,17.5,15.7
CCH,2023-01-23,2023-Jan,22.5,17.8,15.4
CCH,2023-01-24,2023-Jan,17.9,14.1,10.5
CCH,2023-01-25,2023-Jan,15,11.6,9.4
CCH,2023-01-26,2023-Jan,18.8,14.7,11.2
CCH,2023-01-27,2023-Jan,17.3,14.1,11.1
CCH,2023-01-28,2023-Jan,16.8,11.9,9
CCH,2023-01-29,2023-Jan,19.3,11.9,8
CCH,2023-01-30,2023-Jan,20.1,13.7,8.8
CCH,2023-01-31,2023-Jan,21.6,16.5,12
CCH,2023-02-01,2023-Feb,24.7,18.8,15.6
CCH,2023-02-02,2023-Feb,21.1,18.1,15.8
CCH,2023-02-03,2023-Feb,19.9,16.9,15.7
CCH,2023-02-04,2023-Feb,18.3,16.5,15.3
CCH,2023-02-05,2023-Feb,18.7,17.1,16
CCH,2023-02-06,2023-Feb,21.7,18.3,16.7
CCH,2023-02-07,2023-Feb,21.9,19.1,17.3
CCH,2023-02-08,2023-Feb,19.1,17.6,16.4
CCH,2023-02-09,2023-Feb,23,18.2,16.5
CCH,2023-02-10,2023-Feb,23.6,19.6,18.1
CCH,2023-02-11,2023-Feb,20.6,18.6,17.7
CCH,2023-02-12,2023-Feb,23.2,20.2,18.6
CCH,2023-02-13,2023-Feb,26.3,21.3,19
CCH,2023-02-14,2023-Feb,20.4,17,15.1
CCH,2023-02-15,2023-Feb,20.5,15.1,11.5
CCH,2023-02-16,2023-Feb,19.1,15.8,13.6
CCH,2023-02-17,2023-Feb,23.3,17.5,14.2
CCH,2023-02-18,2023-Feb,24.5,19.3,15.4
CCH,2023-02-19,2023-Feb,28.6,21.8,18.3
CCH,2023-02-20,2023-Feb,23,18.7,16.6
CCH,2023-02-21,2023-Feb,19.3,16.6,15.2
CCH,2023-02-22,2023-Feb,19.3,15.9,13.3
CCH,2023-02-23,2023-Feb,22,17.2,13.9
CCH,2023-02-24,2023-Feb,24,18.7,15
CCH,2023-02-25,2023-Feb,22.3,16.5,13.1
CCH,2023-02-26,2023-Feb,20.9,15.7,13.1
CCH,2023-02-27,2023-Feb,19,15.5,12.9
CCH,2023-02-28,2023-Feb,22.4,16.9,13.7
CCH,2023-03-01,2023-Mar,25,18.2,13.7
CCH,2023-03-02,2023-Mar,22,18.6,16.6
CCH,2023-03-03,2023-Mar,21.5,17.4,15
CCH,2023-03-04,2023-Mar,22.2,18,15.6
CCH,2023-03-05,2023-Mar,23.2,18.6,15.7
CCH,2023-03-06,2023-Mar,23.5,19,15.9
CCH,2023-03-07,2023-Mar,23.6,18.8,16.4
CCH,2023-03-08,2023-Mar,25.2,19.9,16.6
CCH,2023-03-09,2023-Mar,27.1,20.7,17.6
CCH,2023-03-10,2023-Mar,25.3,20.9,18.3
CCH,2023-03-11,2023-Mar,25.3,20.7,17.6
CCH,2023-03-12,2023-Mar,26.8,21.4,17.9
CCH,2023-03-13,2023-Mar,21.4,18.6,17
CCH,2023-03-14,2023-Mar,21.9,18.5,17.3
CCH,2023-03-15,2023-Mar,24.5,19.7,16.5
CCH,2023-03-16,2023-Mar,25.1,20.5,16.7
CCH,2023-03-17,2023-Mar,25.5,20.8,18.5
CCH,2023-03-18,2023-Mar,27,21.1,17.9
CCH,2023-03-19,2023-Mar,21.9,19.9,19.2
CCH,2023-03-20,2023-Mar,24.8,21.1,19.2
CCH,2023-03-21,2023-Mar,27,22,20.5
CCH,2023-03-22,2023-Mar,24.9,22.7,21.6
CCH,2023-03-23,2023-Mar,26.3,23.1,21.6
CCH,2023-03-24,2023-Mar,28.4,23.4,21.2
CCH,2023-03-25,2023-Mar,25,21.7,19.7
CCH,2023-03-26,2023-Mar,20.2,19.4,18.5
CCH,2023-03-27,2023-Mar,19.1,17.5,16.4
CCH,2023-03-28,2023-Mar,18.9,17.7,16.1
CCH,2023-03-29,2023-Mar,22.4,19.6,18.2
CCH,2023-03-30,2023-Mar,21.5,19.9,18.8
CCH,2023-03-31,2023-Mar,20.4,19.5,18.8
CCH,2023-04-01,2023-Apr,22.9,19.8,18.8
CCH,2023-04-02,2023-Apr,22,20.5,19.9
CCH,2023-04-03,2023-Apr,20.8,20.4,19.9
CCH,2023-04-04,2023-Apr,24.9,22.5,20.7
CCH,2023-04-05,2023-Apr,24.5,23.1,22
CCH,2023-04-06,2023-Apr,28.8,24,19.7
CCH,2023-04-07,2023-Apr,26.4,20.5,17.8
CCH,2023-04-08,2023-Apr,20.4,19.4,18.5
CCH,2023-04-09,2023-Apr,20.6,18.9,17.6
CCH,2023-04-10,2023-Apr,23.8,20.8,19.2
CCH,2023-04-11,2023-Apr,27.4,23.2,20.9
CCH,2023-04-12,2023-Apr,27.7,23.4,20.4
CCH,2023-04-13,2023-Apr,25.2,22.3,20.7
CCH,2023-04-14,2023-Apr,27.3,23.6,21.2
CCH,2023-04-15,2023-Apr,30.9,25.4,21.8
CCH,2023-04-16,2023-Apr,29.9,24.8,22.1
CCH,2023-04-17,2023-Apr,29.3,24.9,22.1
CCH,2023-04-18,2023-Apr,28.9,24.8,23
CCH,2023-04-19,2023-Apr,26,23.6,20.6
CCH,2023-04-20,2023-Apr,23.8,22.8,22.2
CCH,2023-04-21,2023-Apr,23.3,22.5,21.6
CCH,2023-04-22,2023-Apr,24.2,22.3,21.8
CCH,2023-04-23,2023-Apr,23.5,22.4,21.6
CCH,2023-04-24,2023-Apr,24.3,22.5,21.7
CCH,2023-04-25,2023-Apr,23.8,21.1,18.9
CCH,2023-04-26,2023-Apr,24.5,20.5,17.9
CCH,2023-04-27,2023-Apr,24.5,21.7,20.2
CCH,2023-04-28,2023-Apr,27.5,23.3,21.4
CCH,2023-04-29,2023-Apr,28.4,24.6,22.6
CCH,2023-04-30,2023-Apr,29.2,23.6,21.1
CCH,2023-05-01,2023-May,24.9,22.9,22.1
CCH,2023-05-02,2023-May,25.4,23,21.7
CCH,2023-05-03,2023-May,28.3,24.6,22.6
CCH,2023-05-04,2023-May,30,25.7,23.6
CCH,2023-05-05,2023-May,29.5,25.9,23.5
CCH,2023-05-06,2023-May,31.4,27,24.8
CCH,2023-05-07,2023-May,33.5,25.6,21.7
CCH,2023-05-08,2023-May,22.9,21.5,20.6
CCH,2023-05-09,2023-May,24.4,22.3,21.4
CCH,2023-05-10,2023-May,24,22.5,21.3
CCH,2023-05-11,2023-May,24.7,22.7,21.4
CCH,2023-05-12,2023-May,24.1,22.7,21.5
CCH,2023-05-13,2023-May,24.5,22,20.9
CCH,2023-05-14,2023-May,21,19.9,18.9
CCH,2023-05-15,2023-May,26.1,22.8,20.3
CCH,2023-05-16,2023-May,27.1,24,21.5
CCH,2023-05-17,2023-May,29,25.5,23.2
CCH,2023-05-18,2023-May,31,27.7,25.7
CCH,2023-05-19,2023-May,32.5,28.3,26.3
CCH,2023-05-20,2023-May,32.8,28.8,26.8
CCH,2023-05-21,2023-May,33.8,28.7,26.5
CCH,2023-05-22,2023-May,32.7,28.2,26.3
CCH,2023-05-23,2023-May,29.6,25.9,24
CCH,2023-05-24,2023-May,27.1,24,22.6
CCH,2023-05-25,2023-May,26.5,25.2,23.9
CCH,2023-05-26,2023-May,29.6,26.9,25.3
CCH,2023-05-27,2023-May,30.8,27.3,25.1
CCH,2023-05-28,2023-May,30.5,26.8,24.2
CCH,2023-05-29,2023-May,33,27.4,23.9
CCH,2023-05-30,2023-May,35.9,29.5,25.7
CCH,2023-05-31,2023-May,36.5,30.7,28
CCH,2023-06-01,2023-Jun,31.1,28.3,26.7
CCH,2023-06-02,2023-Jun,33.9,29.1,26.6
CCH,2023-06-03,2023-Jun,32.6,29.2,26.7
CCH,2023-06-04,2023-Jun,32.1,29.1,27.3
CCH,2023-06-05,2023-Jun,30.8,28.4,25.3
CCH,2023-06-06,2023-Jun,29.5,26.9,25.8
CCH,2023-06-07,2023-Jun,30.7,27.9,26.3
CCH,2023-06-08,2023-Jun,31.7,28.2,25.6
CCH,2023-06-09,2023-Jun,32.3,27.4,25
CCH,2023-06-10,2023-Jun,32.5,27.9,25.6
CCH,2023-06-11,2023-Jun,30.1,27.3,26.2
CCH,2023-06-12,2023-Jun,31.7,28.5,26.5
CCH,2023-06-13,2023-Jun,33.4,28.8,26.5
CCH,2023-06-14,2023-Jun,30.7,26.8,24.4
CCH,2023-06-15,2023-Jun,28.6,26.6,25
CCH,2023-06-16,2023-Jun,26.5,25.2,24.2
CCH,2023-06-17,2023-Jun,27.4,25.5,24.2
CCH,2023-06-18,2023-Jun,30.6,27.2,25
CCH,2023-06-19,2023-Jun,33.3,28.4,25.3
CCH,2023-06-20,2023-Jun,33.3,28.5,26.3
CCH,2023-06-21,2023-Jun,32.8,28.9,27.1
CCH,2023-06-22,2023-Jun,33.9,29.3,27.2
CCH,2023-06-23,2023-Jun,31.5,28.7,27.1
CCH,2023-06-24,2023-Jun,29.1,27.3,25.4
CCH,2023-06-25,2023-Jun,30.3,27.7,25.6
CCH,2023-06-26,2023-Jun,32.6,28.6,26.6
CCH,2023-06-27,2023-Jun,32.9,29.1,26.8
CCH,2023-06-28,2023-Jun,32.2,28.4,26.8
CCH,2023-06-29,2023-Jun,33.2,29.1,26.1
CCH,2023-06-30,2023-Jun,31.6,28.5,27
CCH,2023-07-01,2023-Jul,31.1,26.9,24.7
CCH,2023-07-02,2023-Jul,27.7,26.2,25.1
CCH,2023-07-03,2023-Jul,31.5,27.2,25.3
CCH,2023-07-04,2023-Jul,32.2,28.1,26
CCH,2023-07-05,2023-Jul,33,28.8,26.8
CCH,2023-07-06,2023-Jul,32.2,28.5,26.8
CCH,2023-07-07,2023-Jul,33,28.8,26.8
CCH,2023-07-08,2023-Jul,33.4,28.8,26.6
CCH,2023-07-09,2023-Jul,33.6,29.2,26.6
CCH,2023-07-10,2023-Jul,33.3,29.2,27.4
CCH,2023-07-11,2023-Jul,33.1,29.4,27.3
CCH,2023-07-12,2023-Jul,34.3,29.4,26.5
CCH,2023-07-13,2023-Jul,32.3,28.7,26.5
CCH,2023-07-14,2023-Jul,32.3,29,25.2
CCH,2023-07-15,2023-Jul,33.6,28.9,26.4
CCH,2023-07-16,2023-Jul,31.2,27.6,24.2
CCH,2023-07-17,2023-Jul,28.6,26.9,24.7
CCH,2023-07-18,2023-Jul,29.6,27.8,26.6
CCH,2023-07-19,2023-Jul,29.2,27.1,25.7
CCH,2023-07-20,2023-Jul,31.4,28.1,25.8
CCH,2023-07-21,2023-Jul,33.8,28.7,26.1
CCH,2023-07-22,2023-Jul,32.7,28.8,26.3
CCH,2023-07-23,2023-Jul,32.3,29,26.7
CCH,2023-07-24,2023-Jul,32.9,29.2,26.7
CCH,2023-07-25,2023-Jul,33.7,29.1,26.6
CCH,2023-07-26,2023-Jul,36.7,31,27.4
CCH,2023-07-27,2023-Jul,36.4,31,26.2
CCH,2023-07-28,2023-Jul,34.5,30,26.9
CCH,2023-07-29,2023-Jul,30.3,28.5,25.4
CCH,2023-07-30,2023-Jul,31,28.1,26
CCH,2023-07-31,2023-Jul,31.7,28.3,25.9
CCH,2023-08-01,2023-Aug,31.9,27.8,26.2
CCH,2023-08-02,2023-Aug,32.5,28.3,25.8
CCH,2023-08-03,2023-Aug,34.4,29.4,26.3
CCH,2023-08-04,2023-Aug,34.5,29.2,27.1
CCH,2023-08-05,2023-Aug,31.9,28.7,25.8
CCH,2023-08-06,2023-Aug,32.9,29.2,27.9
CCH,2023-08-07,2023-Aug,33.3,29,26.8
CCH,2023-08-08,2023-Aug,33.6,28.7,27.3
CCH,2023-08-09,2023-Aug,34.7,29.3,27.3
CCH,2023-08-10,2023-Aug,31.6,27.3,24.9
CCH,2023-08-11,2023-Aug,28.3,26.2,24.9
CCH,2023-08-12,2023-Aug,32.3,27.7,25.4
CCH,2023-08-13,2023-Aug,30.5,27.2,25.6
CCH,2023-08-14,2023-Aug,31.7,28.3,25.2
CCH,2023-08-15,2023-Aug,33,28.5,27.3
CCH,2023-08-16,2023-Aug,34.2,29.4,27.6
CCH,2023-08-17,2023-Aug,31.1,28.3,27.2
CCH,2023-08-18,2023-Aug,29.3,27.7,26.3
CCH,2023-08-19,2023-Aug,29.5,26.6,24.1
CCH,2023-08-20,2023-Aug,29.9,27.8,26.2
CCH,2023-08-21,2023-Aug,30.5,28,26.5
CCH,2023-08-22,2023-Aug,33.4,28.8,26.2
CCH,2023-08-23,2023-Aug,34,29,26.9
CCH,2023-08-24,2023-Aug,30.2,27.7,25.7
CCH,2023-08-25,2023-Aug,32.1,28.2,26.5
CCH,2023-08-26,2023-Aug,31.7,28.4,26.8
CCH,2023-08-27,2023-Aug,30.5,28,25.2
CCH,2023-08-28,2023-Aug,31.4,27.9,25.4
CCH,2023-08-29,2023-Aug,32.6,28.2,26.3
CCH,2023-08-30,2023-Aug,33,27.6,25.1
CCH,2023-08-31,2023-Aug,30.7,27.2,25.5
CCH,2023-09-01,2023-Sep,26.9,25.5,24.3
CCH,2023-09-02,2023-Sep,,,
CCH,2023-09-03,2023-Sep,,,
CCH,2023-09-04,2023-Sep,,,
CCH,2023-09-05,2023-Sep,29,28.2,27.3
CCH,2023-09-06,2023-Sep,33,28.2,24.9
CCH,2023-09-07,2023-Sep,29.5,26.4,25
CCH,2023-09-08,2023-Sep,25.3,24.8,24.1
CCH,2023-09-09,2023-Sep,25.5,25,24.3
CCH,2023-09-10,2023-Sep,25.3,24.6,23.8
CCH,2023-09-11,2023-Sep,28.2,25.7,24.8
CCH,2023-09-12,2023-Sep,30.2,26.5,24.9
CCH,2023-09-13,2023-Sep,30,26.9,25.7
CCH,2023-09-14,2023-Sep,27.6,25.9,25
CCH,2023-09-15,2023-Sep,31,27.1,24.5
CCH,2023-09-16,2023-Sep,29.5,26.2,24.5
CCH,2023-09-17,2023-Sep,31.3,27.6,25.4
CCH,2023-09-18,2023-Sep,32.3,28.2,25.8
CCH,2023-09-19,2023-Sep,32.4,28.1,25.9
CCH,2023-09-20,2023-Sep,33.4,28.7,26
CCH,2023-09-21,2023-Sep,33.3,28.7,25.9
CCH,2023-09-22,2023-Sep,33.7,28.9,26.7
CCH,2023-09-23,2023-Sep,31.5,28.7,26.3
CCH,2023-09-24,2023-Sep,30.7,28.4,25.9
CCH,2023-09-25,2023-Sep,31.2,28.5,26
CCH,2023-09-26,2023-Sep,31.3,28.7,27
CCH,2023-09-27,2023-Sep,31.3,28.7,27
CCH,2023-09-28,2023-Sep,31.6,28.9,27.5
CCH,2023-09-29,2023-Sep,32.6,28.8,26.6
CCH,2023-09-30,2023-Sep,33.3,28.7,26.1
CCH,2023-10-01,2023-Oct,32.9,28.5,26.3
CCH,2023-10-02,2023-Oct,31.2,28.5,26.8
CCH,2023-10-03,2023-Oct,34.3,28.9,26.5
CCH,2023-10-04,2023-Oct,35,29.7,26.7
CCH,2023-10-05,2023-Oct,34.4,28.9,26.6
CCH,2023-10-06,2023-Oct,33.1,27.2,24.5
CCH,2023-10-07,2023-Oct,25.8,23.9,22.1
CCH,2023-10-08,2023-Oct,24.7,22.6,20.9
CCH,2023-10-09,2023-Oct,25,23.9,23.3
CCH,2023-10-10,2023-Oct,25.5,24,23
CCH,2023-10-11,2023-Oct,28.5,24.2,22.2
CCH,2023-10-12,2023-Oct,29.2,24.8,21.6
CCH,2023-10-13,2023-Oct,29.4,25.5,22.8
CCH,2023-10-14,2023-Oct,31.2,25.2,22.6
CCH,2023-10-15,2023-Oct,29,25.7,23.6
CCH,2023-10-16,2023-Oct,27.2,25.5,24.8
CCH,2023-10-17,2023-Oct,27.3,25.1,24.1
CCH,2023-10-18,2023-Oct,24.9,24.1,22.8
CCH,2023-10-19,2023-Oct,25.3,24.8,24
CCH,2023-10-20,2023-Oct,26.8,24.9,22.8
CCH,2023-10-21,2023-Oct,24.8,22,20.7
CCH,2023-10-22,2023-Oct,27.2,23.1,21
CCH,2023-10-23,2023-Oct,28,24.7,22.9
CCH,2023-10-24,2023-Oct,28.5,25.5,24.2
CCH,2023-10-25,2023-Oct,28.2,25.1,23.7
CCH,2023-10-26,2023-Oct,28,25,23.3
CCH,2023-10-27,2023-Oct,29.5,25.4,23.1
CCH,2023-10-28,2023-Oct,27.6,25.1,24.4
CCH,2023-10-29,2023-Oct,26.2,24.5,23.6
CCH,2023-10-30,2023-Oct,28.9,24.9,23.2
CCH,2023-10-31,2023-Oct,27.8,24.8,23.2
CCH,2023-11-01,2023-Nov,28.9,24.9,22.8
CCH,2023-11-02,2023-Nov,27.7,24.8,23.3
CCH,2023-11-03,2023-Nov,28.4,24.7,21.9
CCH,2023-11-04,2023-Nov,29.5,25.4,23.4
CCH,2023-11-05,2023-Nov,29.9,25.8,23.7
CCH,2023-11-06,2023-Nov,30.9,26,23
CCH,2023-11-07,2023-Nov,26,24.5,22.8
CCH,2023-11-08,2023-Nov,25.3,24.4,23.9
CCH,2023-11-09,2023-Nov,27.6,25.2,24
CCH,2023-11-10,2023-Nov,30.3,26.3,24.5
CCH,2023-11-11,2023-Nov,25.7,24.8,23.8
CCH,2023-11-12,2023-Nov,27.6,23.5,20.8
CCH,2023-11-13,2023-Nov,26.6,21,19
CCH,2023-11-14,2023-Nov,25,19.7,17.5
CCH,2023-11-15,2023-Nov,25.8,22.1,18.4
CCH,2023-11-16,2023-Nov,24.3,20.6,16.1
CCH,2023-11-17,2023-Nov,24.1,18,14.7
CCH,2023-11-18,2023-Nov,25.2,18.8,15.1
CCH,2023-11-19,2023-Nov,25.2,19.9,16.6
CCH,2023-11-20,2023-Nov,26.8,20.8,16.6
CCH,2023-11-21,2023-Nov,25.4,21.5,18.7
CCH,2023-11-22,2023-Nov,27.3,21.8,18.2
CCH,2023-11-23,2023-Nov,28.7,22.1,18.6
CCH,2023-11-24,2023-Nov,25.3,22.3,20
CCH,2023-11-25,2023-Nov,25.1,21.6,19.4
CCH,2023-11-26,2023-Nov,27.3,21.5,19
CCH,2023-11-27,2023-Nov,27.8,21.6,18
CCH,2023-11-28,2023-Nov,25.8,22,17.9
CCH,2023-11-29,2023-Nov,23,21.9,20
CCH,2023-11-30,2023-Nov,25.4,22.8,20.3
CCH,2023-12-01,2023-Dec,23.1,20.5,18.5
CCH,2023-12-02,2023-Dec,22.5,19.2,17
CCH,2023-12-03,2023-Dec,24.1,20.9,19.5
CCH,2023-12-04,2023-Dec,27.2,20.9,18.6
CCH,2023-12-05,2023-Dec,27.2,21.2,18.1
CCH,2023-12-06,2023-Dec,23.5,20.3,18.3
CCH,2023-12-07,2023-Dec,26.8,20.3,17
CCH,2023-12-08,2023-Dec,26.1,20.6,16.7
CCH,2023-12-09,2023-Dec,25.9,22.3,20.4
CCH,2023-12-10,2023-Dec,27.8,23.5,21.5
CCH,2023-12-11,2023-Dec,28.4,23,21.4
CCH,2023-12-12,2023-Dec,30.1,23.9,20.7
CCH,2023-12-13,2023-Dec,22.6,21.7,21
CCH,2023-12-14,2023-Dec,25.5,22.7,21
CCH,2023-12-15,2023-Dec,28.9,24,21.9
CCH,2023-12-16,2023-Dec,22.9,17.5,12
CCH,2023-12-17,2023-Dec,14.9,12.7,10.2
CCH,2023-12-18,2023-Dec,17.9,16.6,14.6
CCH,2023-12-19,2023-Dec,19.7,15.7,13
CCH,2023-12-20,2023-Dec,15.3,12.4,9.1
CCH,2023-12-21,2023-Dec,11.8,10,8.8
CCH,2023-12-22,2023-Dec,11.8,9.9,7.7
CCH,2023-12-23,2023-Dec,13.9,10.3,7.3
CCH,2023-12-24,2023-Dec,18.2,12.8,8.8
CCH,2023-12-25,2023-Dec,21.1,14.7,11.1
CCH,2023-12-26,2023-Dec,21.5,16.4,13.1
CCH,2023-12-27,2023-Dec,22.4,18,15
CCH,2023-12-28,2023-Dec,24.5,19.5,17.2
CCH,2023-12-29,2023-Dec,21.7,18.9,17
CCH,2023-12-30,2023-Dec,24.4,19.7,16.5
CCH,2023-12-31,2023-Dec,26.1,20.6,17.2
CCH,2024-01-01,2024-Jan,23.1,19.6,18.2
CCH,2024-01-02,2024-Jan,21.6,18.3,16.4
CCH,2024-01-03,2024-Jan,24,18.4,13.9
CCH,2024-01-04,2024-Jan,21.2,16.7,13.5
CCH,2024-01-05,2024-Jan,24.3,18.6,15.4
CCH,2024-01-06,2024-Jan,25.4,19.4,16.5
CCH,2024-01-07,2024-Jan,21.8,19.3,17.5
CCH,2024-01-08,2024-Jan,21.5,18.8,17.2
CCH,2024-01-09,2024-Jan,25,19.7,16.9
CCH,2024-01-10,2024-Jan,26.3,19.5,16.5
CCH,2024-01-11,2024-Jan,22.6,18.4,16.5
CCH,2024-01-12,2024-Jan,23.6,18.4,16
CCH,2024-01-13,2024-Jan,22.9,19.1,16.1
CCH,2024-01-14,2024-Jan,26.6,20.2,17.4
CCH,2024-01-15,2024-Jan,26.4,20.1,16.3
CCH,2024-01-16,2024-Jan,20.3,18.2,16.8
CCH,2024-01-17,2024-Jan,22.6,18.8,16.9
CCH,2024-01-18,2024-Jan,25.7,21.1,18.4
CCH,2024-01-19,2024-Jan,26,20.3,16.5
CCH,2024-01-20,2024-Jan,26.6,20.7,17.6
CCH,2024-01-21,2024-Jan,24.1,18.5,14.5
CCH,2024-01-22,2024-Jan,18.1,14.2,9.1
CCH,2024-01-23,2024-Jan,9.5,6.9,5.2
CCH,2024-01-24,2024-Jan,12.9,8.5,5.5
CCH,2024-01-25,2024-Jan,16.5,11.8,8.4
CCH,2024-01-26,2024-Jan,19.5,14.4,11.9
CCH,2024-01-27,2024-Jan,19.7,14.7,11.4
CCH,2024-01-28,2024-Jan,15.7,12.9,10.6
CCH,2024-01-29,2024-Jan,17.8,15.5,13.4
CCH,2024-01-30,2024-Jan,20.7,18.1,16.4
CCH,2024-01-31,2024-Jan,22.7,19.6,17.7
CCH,2024-02-01,2024-Feb,25.3,21,19.4
CCH,2024-02-02,2024-Feb,24.1,20.9,18.8
CCH,2024-02-03,2024-Feb,21.3,19,17.5
CCH,2024-02-04,2024-Feb,22.7,20,19
CCH,2024-02-05,2024-Feb,23.3,20,19.1
CCH,2024-02-06,2024-Feb,21.3,18.9,17.6
CCH,2024-02-07,2024-Feb,18.4,16.1,13.3
CCH,2024-02-08,2024-Feb,13.3,11.5,10.2
CCH,2024-02-09,2024-Feb,13.3,11.2,9.3
CCH,2024-02-10,2024-Feb,18.3,13.2,9.3
CCH,2024-02-11,2024-Feb,24,16.8,11.9
CCH,2024-02-12,2024-Feb,21.3,17.9,15.2
CCH,2024-02-13,2024-Feb,24.5,19.2,16.2
CCH,2024-02-14,2024-Feb,25.5,19.9,16.6
CCH,2024-02-15,2024-Feb,28,21.5,18.2
CCH,2024-02-16,2024-Feb,24.5,19.7,18.2
CCH,2024-02-17,2024-Feb,21.9,19.1,17.5
CCH,2024-02-18,2024-Feb,26.1,21.6,19.6
CCH,2024-02-19,2024-Feb,24,21.2,19.8
CCH,2024-02-20,2024-Feb,26.5,22.5,20.6
CCH,2024-02-21,2024-Feb,26.3,22.6,21.1
CCH,2024-02-22,2024-Feb,26.4,22.4,20.7
CCH,2024-02-23,2024-Feb,21.5,19.4,16.6
CCH,2024-02-24,2024-Feb,22.2,17.9,15.9
CCH,2024-02-25,2024-Feb,21.2,16.7,14.4
CCH,2024-02-26,2024-Feb,20.9,17.3,15.5
CCH,2024-02-27,2024-Feb,20,16.7,14.7
CCH,2024-02-28,2024-Feb,18.8,17.8,17
CCH,2024-02-29,2024-Feb,23.1,18.1,13.9
CCH,2024-03-01,2024-Mar,13.9,11.7,9.1
CCH,2024-03-02,2024-Mar,14.2,11,8.3
CCH,2024-03-03,2024-Mar,19.1,16.2,12.8
CCH,2024-03-04,2024-Mar,23.4,20.5,17.9
CCH,2024-03-05,2024-Mar,27,23,20.9
CCH,2024-03-06,2024-Mar,26.6,22.7,19.3
CCH,2024-03-07,2024-Mar,20.2,17.8,16.1
CCH,2024-03-08,2024-Mar,22.4,17.8,13.9
CCH,2024-03-09,2024-Mar,18.6,16,13.9
CCH,2024-03-10,2024-Mar,16.2,15.3,14.4
CCH,2024-03-11,2024-Mar,18.6,16.4,15.6
CCH,2024-03-12,2024-Mar,22.7,18.1,13.4
CCH,2024-03-13,2024-Mar,22.4,19.1,17.3
CCH,2024-03-14,2024-Mar,21.9,19.3,18.1
CCH,2024-03-15,2024-Mar,20.8,19.7,18.8
CCH,2024-03-16,2024-Mar,23.9,20.7,19.3
CCH,2024-03-17,2024-Mar,26.6,22,19.8
CCH,2024-03-18,2024-Mar,24,20.5,19.3
CCH,2024-03-19,2024-Mar,25.1,20.2,18.1
CCH,2024-03-20,2024-Mar,24.1,19.7,16.8
CCH,2024-03-21,2024-Mar,23,20,17.2
CCH,2024-03-22,2024-Mar,26,22,20.1
CCH,2024-03-23,2024-Mar,27.2,23.1,20.9
CCH,2024-03-24,2024-Mar,29.1,24.5,22.1
CCH,2024-03-25,2024-Mar,29.6,24.7,22.4
CCH,2024-03-26,2024-Mar,31.9,25.3,22
CCH,2024-03-27,2024-Mar,24.9,21.7,20
CCH,2024-03-28,2024-Mar,28.7,23.8,21.5
CCH,2024-03-29,2024-Mar,29.7,24.4,21.9
CCH,2024-03-30,2024-Mar,29.6,25.2,22.8
CCH,2024-03-31,2024-Mar,27,25,23.9
CCH,2024-04-01,2024-Apr,28.4,25.5,23.9
CCH,2024-04-02,2024-Apr,30.5,25.8,23.7
CCH,2024-04-03,2024-Apr,29.6,26.1,23.9
CCH,2024-04-04,2024-Apr,29.9,26.3,24.7
CCH,2024-04-05,2024-Apr,28.8,25.7,24
CCH,2024-04-06,2024-Apr,24.7,23.7,22.6
CCH,2024-04-07,2024-Apr,28.5,25.1,23.2
CCH,2024-04-08,2024-Apr,30.1,25.2,22.2
CCH,2024-04-09,2024-Apr,24.5,21.9,20.4
CCH,2024-04-10,2024-Apr,25.8,22.8,21.1
CCH,2024-04-11,2024-Apr,27.7,23.7,22
CCH,2024-04-12,2024-Apr,30.7,24.8,21.5
CCH,2024-04-13,2024-Apr,31.8,25.8,22.4
CCH,2024-04-14,2024-Apr,31.6,26.5,23.9
CCH,2024-04-15,2024-Apr,33.7,27.1,24.4
CCH,2024-04-16,2024-Apr,31.8,27,23.8
CCH,2024-04-17,2024-Apr,33.8,28,25.2
CCH,2024-04-18,2024-Apr,30.3,25.2,21.9
CCH,2024-04-19,2024-Apr,28.2,26.2,25.2
CCH,2024-04-20,2024-Apr,30.1,26.3,21.7
CCH,2024-04-21,2024-Apr,26,23.2,21.1
CCH,2024-04-22,2024-Apr,25.9,24,22.3
